Id	Area	Bedrooms	Bathrooms	Floors	YearBuilt	Location	Condition	Garage	Price
459	1200	1	1	4	2026	Pune	Excellent	No	22667761
460	1590	1	1	1	2019	Delhi	Fair	No	27684951
461	3728	5	5	1	2003	Delhi	Fair	No	59174255
462	3337	5	5	4	2002	Mumbai	Good	No	71058169
463	982	1	2	3	2002	Ahmedabad	Very Good	No	11970121
464	2505	4	3	1	2002	Kochi	Very Good	Yes	27961538
465	2939	3	2	1	2005	Delhi	Good	Yes	47828176
466	1346	2	2	2	2001	Pune	Good	No	18791878
467	1943	3	4	3	2011	Mumbai	Good	Yes	46770683
468	2058	3	3	2	2003	Mumbai	Excellent	Yes	51093832
469	712	1	2	4	2024	Delhi	Good	Yes	15717225
470	2670	5	5	1	2002	Kochi	Fair	Yes	25464571
471	1173	2	2	3	2013	Pune	Very Good	Yes	19620519
472	2164	3	3	1	2019	Mysore	Good	No	18546288
473	3467	5	5	4	1999	Chennai	Fair	No	38656276
474	1392	2	3	1	2004	Ahmedabad	Good	No	13637459
475	705	1	2	2	2005	Bangalore	Very Good	No	11541709
476	3188	5	4	1	2006	Mumbai	Good	Yes	71621875
477	4486	6	5	1	2018	Coimbatore	Good	No	40540187
478	1069	2	1	4	2005	Chennai	Excellent	Yes	17026412
479	4907	6	5	4	2011	Pune	Excellent	No	84194956
480	2415	4	4	1	2005	Mumbai	Good	Yes	55283711
481	1925	2	2	1	2021	Mysore	Fair	No	16281185
482	3746	6	5	2	1998	Ahmedabad	Good	Yes	34434021
483	2931	3	3	2	2009	Kochi	Very Good	Yes	32396313
484	4468	6	5	3	2021	Coimbatore	Good	No	47333417
485	4448	6	5	2	2023	Chennai	Excellent	No	77156462
486	3476	4	3	2	2025	Noida	Poor	No	48256845
487	1357	2	2	2	1998	Bangalore	Fair	No	17428445
488	2149	3	2	3	2018	Coimbatore	Very Good	Yes	24872213
489	910	2	1	3	2009	Mumbai	Fair	Yes	20180615
490	3355	6	5	3	2015	Pune	Very Good	Yes	55722169
491	957	1	2	3	2016	Ahmedabad	Fair	Yes	10895872
492	1516	2	2	2	2002	Noida	Good	No	23748700
493	3472	6	5	3	1998	Kochi	Very Good	Yes	36789083
494	3123	3	4	3	2014	Chennai	Excellent	No	50159506
495	4618	6	5	2	2002	Coimbatore	Good	No	40617135
496	2556	5	5	3	2019	Coimbatore	Good	Yes	24445197
497	3445	4	5	4	2012	Kochi	Excellent	No	40578939
498	2213	3	4	4	2014	Bangalore	Good	No	35870040
499	1056	3	4	1	1998	Hyderabad	Fair	No	11064601
500	3233	4	5	4	2005	Noida	Good	Yes	50084996
501	2625	3	4	3	2020	Ahmedabad	Good	No	28014839
502	1470	2	3	3	2003	Pune	Very Good	Yes	24929076
503	3913	6	5	3	2025	Mumbai	Fair	Yes	90786497
504	2313	3	3	3	2017	Mysore	Good	Yes	20334876
505	1833	4	5	2	2003	Chennai	Good	No	25045559
506	1611	1	2	1	2016	Ahmedabad	Good	Yes	17183351
507	4501	5	5	4	2021	Hyderabad	Very Good	No	64133023
508	1443	2	1	3	2015	Bangalore	Fair	No	20690227
509	3257	6	5	4	1998	Ahmedabad	Very Good	No	33400893
510	1568	2	1	1	2024	Pune	Good	Yes	24632223
511	4642	6	5	3	2017	Delhi	Good	No	87384502
512	1977	2	2	4	2000	Mumbai	Fair	Yes	38563478
513	3576	4	5	2	2006	Bangalore	Good	Yes	53863080
514	4687	6	5	2	2020	Noida	Good	No	79677250
515	1325	1	1	3	2001	Jaipur	Good	No	12515074
516	823	2	1	1	2005	Ahmedabad	Good	No	9164967
517	4650	6	5	2	2018	Noida	Very Good	Yes	87490971
518	2425	4	4	4	2020	Coimbatore	Poor	No	20222594
519	2252	3	3	1	2026	Bangalore	Excellent	Yes	46966626
520	3892	6	5	3	2021	Hyderabad	Good	No	47948317
521	4674	6	5	4	2021	Mumbai	Fair	Yes	94686904
522	4879	6	5	3	2011	Hyderabad	Good	Yes	62046320
523	1609	3	4	1	2012	Delhi	Excellent	Yes	39504634
524	3285	5	5	3	2015	Pune	Good	Yes	47539577
525	3093	4	4	4	2002	Pune	Fair	Yes	38268464
526	545	1	2	2	2016	Noida	Good	No	9585512
527	4285	5	5	1	2008	Noida	Good	No	66487639
528	1203	1	2	1	2013	Mumbai	Good	Yes	27654783
529	1469	1	2	1	2019	Kochi	Good	Yes	15099225
530	574	1	1	3	2022	Coimbatore	Excellent	No	7342923
531	3149	4	3	3	2009	Mumbai	Excellent	No	82284085
532	4205	6	5	4	2019	Mysore	Fair	No	35319950
533	1700	2	2	3	2005	Mysore	Fair	No	13287448
534	1746	1	2	1	2018	Ahmedabad	Very Good	No	22252408
535	3172	4	4	1	2009	Coimbatore	Excellent	Yes	37008526
536	3904	6	5	2	2011	Bangalore	Excellent	No	81060543
537	1233	2	3	1	2023	Mysore	Good	Yes	12748891
538	2532	4	4	4	2010	Mumbai	Good	No	55155477
539	4973	6	5	4	2023	Mysore	Poor	No	40737315
540	870	1	1	3	2001	Coimbatore	Fair	Yes	7110943
541	3420	5	5	1	2024	Coimbatore	Very Good	No	38246710
542	3870	5	5	4	2024	Ahmedabad	Good	No	45700186
543	733	2	3	3	2013	Ahmedabad	Good	No	8478077
544	2439	3	4	4	2007	Delhi	Good	Yes	43651304
545	796	2	1	2	2016	Jaipur	Very Good	Yes	8838779
546	4286	5	4	2	2021	Ahmedabad	Good	No	50818484
547	4285	6	5	3	2002	Noida	Very Good	Yes	64647498
548	2783	3	3	1	2014	Noida	Excellent	Yes	50785824
549	2494	4	5	2	2012	Delhi	Fair	Yes	45464303
550	1798	2	2	3	2011	Delhi	Good	Yes	34581089
551	762	1	1	4	2001	Kochi	Very Good	No	8966735
552	748	2	2	2	2005	Noida	Very Good	No	12134118
553	2488	4	4	2	2007	Mumbai	Excellent	No	65241179
554	1309	2	2	1	2004	Chennai	Good	No	15014804
555	2948	4	5	3	2005	Kochi	Excellent	No	35965243
556	1172	3	3	1	2020	Ahmedabad	Good	Yes	14589263
557	2474	5	5	4	2014	Delhi	Good	No	48664953
558	4901	6	5	4	2005	Mysore	Good	Yes	38695185
559	2933	4	5	1	2013	Chennai	Very Good	Yes	44953244
560	1455	2	3	4	2021	Mysore	Good	Yes	14911261
561	4637	6	5	1	2007	Jaipur	Good	Yes	41501019
562	1748	2	2	2	2002	Pune	Very Good	No	26990386
563	4163	6	5	3	2002	Mysore	Good	Yes	34670014
564	1722	3	3	2	2026	Delhi	Very Good	Yes	38737521
565	851	1	2	2	2026	Noida	Good	No	14773960
566	4969	6	5	1	2020	Mysore	Excellent	No	51746428
567	4424	6	5	3	2005	Coimbatore	Very Good	Yes	45795726
568	3499	5	4	3	1998	Chennai	Very Good	Yes	47803355
569	4346	6	5	2	2015	Coimbatore	Good	No	39360109
570	3497	6	5	1	2013	Kochi	Excellent	Yes	47403178
571	1873	3	4	1	2022	Chennai	Good	Yes	25642983
572	4252	6	5	3	2022	Mysore	Good	Yes	42100673
573	2421	3	3	1	1999	Jaipur	Good	No	21165132
574	3556	4	4	3	1998	Delhi	Fair	Yes	56955261
575	1205	3	3	1	2024	Bangalore	Good	No	21127658
576	3454	5	5	2	2007	Chennai	Very Good	No	51395724
577	4202	5	5	4	2013	Jaipur	Excellent	No	46164174
578	1853	3	3	1	2006	Mysore	Very Good	Yes	18345249
579	2447	4	3	4	1998	Pune	Good	No	35257135
580	4339	6	5	3	2024	Coimbatore	Excellent	Yes	51460558
581	4418	6	5	2	2008	Coimbatore	Fair	Yes	33866518
582	1059	2	2	3	2007	Chennai	Fair	No	13136525
583	3393	4	4	2	2023	Ahmedabad	Very Good	No	42877423
584	815	1	1	4	2022	Pune	Very Good	Yes	14736011
585	563	1	1	3	2012	Mumbai	Good	Yes	13509150
586	566	1	2	2	2000	Hyderabad	Very Good	No	7657385
587	2111	3	3	3	2013	Chennai	Good	Yes	28872746
588	1235	2	3	1	2024	Coimbatore	Fair	Yes	12339010
589	3723	6	5	1	2007	Noida	Very Good	No	59042176
590	2764	4	4	3	2012	Delhi	Fair	Yes	45432910
591	2080	3	3	4	2015	Kochi	Good	No	23941193
592	2377	2	1	2	2025	Hyderabad	Very Good	No	33335470
593	2898	4	4	4	2019	Noida	Good	No	47766282
594	2275	3	3	4	2016	Kochi	Good	No	22905812
595	1808	2	2	1	1999	Pune	Good	No	23738154
596	2716	4	4	1	2003	Kochi	Excellent	No	32505239
597	3720	4	3	1	2012	Mysore	Excellent	Yes	36776849
598	883	1	1	3	2019	Pune	Good	No	13325535
599	703	1	2	2	2009	Hyderabad	Very Good	No	9263456
600	4847	6	5	4	2006	Mumbai	Good	Yes	108717005
601	631	1	1	2	2018	Kochi	Good	Yes	7487630
602	1250	2	3	1	2021	Coimbatore	Excellent	Yes	14565669
603	1377	3	3	2	2004	Chennai	Poor	Yes	15582601
604	1649	1	1	3	1999	Mysore	Good	Yes	13736847
605	3898	6	5	4	2014	Mysore	Good	Yes	34175014
606	2979	3	3	4	2014	Mumbai	Very Good	Yes	74881763
607	2701	4	4	4	1999	Pune	Good	Yes	39342859
608	3480	5	5	1	2014	Mysore	Very Good	Yes	35578545
609	2509	5	5	3	1998	Chennai	Very Good	Yes	34251167
610	2146	3	4	1	2022	Jaipur	Fair	No	18600103
611	3915	5	5	1	2012	Mumbai	Fair	Yes	79141339
612	3938	5	5	3	2017	Delhi	Very Good	No	88413012
613	4663	6	5	1	2024	Noida	Excellent	Yes	100144947
614	3032	4	5	2	2022	Coimbatore	Excellent	Yes	34947041
615	3430	5	5	1	2006	Mumbai	Very Good	No	78300390
616	1359	1	2	4	2016	Ahmedabad	Fair	Yes	13857901
617	1131	2	2	3	2018	Noida	Good	No	17853793
618	2948	5	5	1	2025	Mysore	Very Good	No	30197397
619	3542	4	3	3	2016	Mysore	Very Good	No	36727114
620	664	1	1	1	2024	Kochi	Very Good	No	8575029
621	4534	6	5	1	2008	Mumbai	Very Good	No	115985826
622	1903	4	4	1	2000	Delhi	Good	Yes	35534225
623	1046	2	2	1	2001	Mumbai	Very Good	Yes	23934716
624	2089	3	3	3	2012	Jaipur	Very Good	Yes	22223153
625	4073	6	5	1	2019	Chennai	Very Good	Yes	56442442
626	4050	6	5	1	2024	Mysore	Very Good	Yes	43002409
627	3095	4	5	2	2017	Delhi	Good	Yes	61918729
628	3986	6	5	4	2011	Mysore	Excellent	Yes	43649342
629	1327	3	4	3	1999	Hyderabad	Good	Yes	16859596
630	4298	6	5	2	2011	Ahmedabad	Very Good	No	51456323
631	4304	5	4	1	2011	Bangalore	Fair	Yes	63886572
632	3467	4	4	1	2000	Pune	Good	No	44551296
633	4306	5	5	1	2017	Noida	Good	No	70350895
634	4254	6	5	3	2013	Hyderabad	Good	Yes	49213756
635	1996	2	2	2	2001	Jaipur	Good	Yes	17503534
636	4942	6	5	1	2003	Pune	Fair	Yes	60357922
637	1369	3	2	3	2009	Pune	Good	No	19997861
638	2339	3	2	1	2009	Mumbai	Good	Yes	54405554
639	3516	5	5	2	2024	Jaipur	Very Good	Yes	42231616
640	2134	2	2	4	2001	Coimbatore	Very Good	No	19927840
641	3676	5	5	2	2005	Mumbai	Good	No	76772877
642	1152	2	1	1	2022	Hyderabad	Fair	Yes	13745339
643	4175	6	5	2	2013	Kochi	Good	Yes	43494023
644	4374	5	5	2	2003	Ahmedabad	Fair	Yes	39363192
645	1923	3	4	3	2014	Ahmedabad	Very Good	No	22156536
646	2816	4	4	4	2015	Bangalore	Very Good	No	55430525
647	3938	6	5	4	2003	Hyderabad	Good	No	45261066
648	1612	1	1	2	2013	Bangalore	Fair	Yes	24941921
649	1673	3	3	3	2026	Ahmedabad	Good	Yes	19073303
650	1595	2	1	1	2009	Mysore	Excellent	No	15357869
651	4610	6	5	1	2009	Delhi	Excellent	No	102753249
652	3766	4	4	1	2000	Coimbatore	Very Good	No	35521423
653	4020	5	5	3	2005	Kochi	Fair	Yes	37001664
654	4209	6	5	1	1998	Coimbatore	Good	No	38273826
655	1168	2	1	1	2014	Delhi	Fair	Yes	20420213
656	2860	4	5	2	2019	Ahmedabad	Excellent	No	38715733
657	3496	6	5	4	2021	Chennai	Good	Yes	50399748
658	3434	5	5	1	2024	Mysore	Excellent	Yes	40477919
659	2601	5	5	4	2020	Kochi	Good	No	28295979
660	4577	6	5	3	2010	Ahmedabad	Good	Yes	51116579
661	649	1	1	4	2010	Ahmedabad	Excellent	Yes	9288382
662	1356	2	1	1	2000	Coimbatore	Good	No	12128941
663	3718	5	4	1	2013	Mysore	Very Good	No	33374930
664	1882	4	4	1	2012	Noida	Very Good	No	35240427
665	2891	4	5	2	2004	Pune	Excellent	Yes	50349119
666	1067	2	2	2	2006	Delhi	Excellent	No	24942014
667	1537	2	2	3	2002	Jaipur	Excellent	No	18003230
668	2901	5	5	1	2005	Ahmedabad	Very Good	No	33375248
669	574	1	1	3	2004	Delhi	Poor	Yes	8651192
670	1443	3	3	4	2018	Noida	Good	Yes	24910558
671	3090	4	3	4	2020	Mumbai	Very Good	Yes	78042597
672	3242	4	4	3	2021	Mysore	Fair	No	27205334
673	1190	2	3	1	2023	Bangalore	Good	No	19617439
674	4991	6	5	3	2016	Noida	Fair	Yes	78135815
675	1013	1	1	1	2000	Jaipur	Good	No	8235150
676	3574	6	5	2	2012	Mysore	Good	Yes	34259214
677	3747	5	5	1	2024	Mysore	Good	Yes	33814916
678	570	1	1	4	2018	Mumbai	Fair	No	12294637
679	1852	2	2	3	2017	Kochi	Good	No	19826083
680	4852	6	5	4	2016	Chennai	Good	Yes	64532169
681	3424	6	5	3	2025	Mumbai	Good	No	79320284
682	2159	3	2	2	2020	Bangalore	Very Good	Yes	41172502
683	3789	5	4	4	2021	Mysore	Very Good	Yes	41270737
684	4573	6	5	3	2015	Hyderabad	Good	No	56834189
685	3612	5	5	4	2007	Pune	Fair	No	47797740
686	3208	6	5	4	2019	Hyderabad	Good	Yes	42239392
687	1897	3	2	4	2016	Ahmedabad	Very Good	Yes	24099870
688	1578	2	2	1	2010	Bangalore	Very Good	Yes	28574442
689	590	1	1	1	2008	Kochi	Good	Yes	6158355
690	4236	6	5	3	2015	Noida	Good	No	63149825
691	4421	6	5	3	2009	Coimbatore	Very Good	No	44687929
692	4509	5	5	3	2021	Hyderabad	Good	Yes	61272541
693	1222	2	1	2	2024	Bangalore	Good	No	21694833
694	647	1	1	2	2011	Ahmedabad	Good	Yes	7113958
695	4928	6	5	3	2009	Coimbatore	Fair	No	43457104
696	542	1	2	2	2023	Ahmedabad	Good	Yes	6510507
697	3671	6	5	4	2022	Chennai	Good	No	52304915
698	4372	6	5	1	2000	Mumbai	Good	Yes	91345856
699	3332	5	5	4	2008	Pune	Good	Yes	51320573
700	2627	4	4	1	2023	Delhi	Good	Yes	50277887
701	2050	4	4	3	2017	Chennai	Excellent	No	35031106
702	2976	3	3	1	2008	Kochi	Excellent	Yes	34182328
703	569	2	1	3	2006	Jaipur	Good	No	6036576
704	4157	6	5	1	2014	Kochi	Very Good	Yes	46745173
705	2295	3	3	2	2022	Chennai	Poor	No	26707025
706	2489	3	3	3	2008	Chennai	Good	No	30719081
707	2704	4	3	1	2018	Jaipur	Excellent	No	34380870
708	4572	6	5	3	2016	Bangalore	Good	Yes	78961155
709	1390	3	2	1	2000	Delhi	Very Good	No	27918972
710	2567	4	3	3	2024	Hyderabad	Good	Yes	31678826
711	3496	5	5	3	2008	Mysore	Very Good	Yes	32001106
712	1950	4	4	3	2004	Hyderabad	Good	Yes	22314691
713	1313	3	4	2	2024	Kochi	Very Good	No	17248848
714	4812	6	5	2	2013	Coimbatore	Good	No	41734108
715	3091	4	4	4	2008	Bangalore	Poor	No	38497312
716	3244	5	4	2	2005	Delhi	Very Good	No	61898665
717	2208	4	5	3	2005	Ahmedabad	Good	No	24347984
718	971	1	2	3	2012	Delhi	Very Good	No	20626753
719	2821	5	4	3	2002	Coimbatore	Excellent	No	32142897
720	1245	3	2	1	2016	Delhi	Excellent	No	31216569
721	1088	2	2	2	2003	Mumbai	Very Good	Yes	24731454
722	3479	4	4	4	2018	Chennai	Poor	Yes	39283819
723	2429	3	2	2	2007	Mumbai	Fair	Yes	51205347
724	3300	6	5	2	2002	Delhi	Excellent	Yes	74360766
725	4191	5	5	1	2018	Coimbatore	Good	Yes	40294232
726	1595	2	1	3	2007	Delhi	Fair	Yes	26274413
727	4657	6	5	1	2011	Mumbai	Good	Yes	102039433
728	2266	3	3	2	1998	Ahmedabad	Excellent	Yes	29125866
729	2202	2	1	4	2009	Hyderabad	Good	No	27012127
730	1125	2	1	2	2003	Ahmedabad	Very Good	No	11793438
731	658	2	1	1	2023	Mumbai	Excellent	Yes	19654935
732	1631	2	2	1	2020	Bangalore	Fair	Yes	23495422
733	3000	4	5	3	2011	Delhi	Excellent	No	70470723
734	1671	1	1	4	2017	Coimbatore	Very Good	No	16442368
735	3164	4	3	1	2001	Chennai	Good	Yes	40174610
736	1414	2	2	2	2022	Chennai	Excellent	No	23758363
737	1837	3	3	2	2003	Mumbai	Good	Yes	41019293
738	3413	5	5	4	2016	Mumbai	Fair	No	76612222
739	4809	6	5	3	2017	Jaipur	Fair	Yes	46576106
740	2457	4	4	2	2014	Bangalore	Very Good	No	48129426
741	3632	6	5	4	2002	Delhi	Poor	No	48795880
742	4593	6	5	4	2020	Jaipur	Excellent	No	52780819
743	2053	2	2	4	2019	Noida	Good	No	33180965
744	1783	3	2	3	2020	Delhi	Very Good	Yes	35917541
745	4289	6	5	1	2017	Kochi	Fair	Yes	43741605
746	3276	4	3	1	2019	Bangalore	Good	Yes	56344052
747	4943	6	5	4	2010	Pune	Good	No	66964666
748	1662	2	3	2	1998	Noida	Poor	Yes	20200274
749	3707	5	5	2	2026	Coimbatore	Excellent	No	47606100
750	745	1	1	2	2015	Noida	Good	Yes	12241392
751	4465	6	5	2	2017	Noida	Good	Yes	72430229
752	546	1	1	2	2026	Ahmedabad	Very Good	Yes	7227731
753	4399	6	5	4	2013	Jaipur	Good	No	41176901
754	2288	4	5	4	2006	Jaipur	Good	No	22845853
755	3808	4	3	4	2000	Ahmedabad	Fair	Yes	31962026
756	733	1	1	2	2013	Chennai	Good	No	10525624
757	2238	2	3	2	2006	Jaipur	Fair	Yes	18698522
758	2390	4	4	3	2014	Coimbatore	Very Good	Yes	25169575
759	4880	6	5	3	2014	Noida	Very Good	Yes	82007807
760	1065	2	1	3	2026	Ahmedabad	Very Good	Yes	14095288
761	1344	3	2	4	1998	Mumbai	Good	Yes	28588918
762	4805	6	5	4	2001	Noida	Good	Yes	72671503
763	2198	2	1	3	2017	Mumbai	Good	No	48940772
764	751	1	1	1	2020	Bangalore	Good	No	13233473
765	4010	6	5	2	2011	Delhi	Fair	No	62248929
766	2379	3	3	1	2000	Delhi	Good	No	40032024
767	2633	4	3	3	2003	Pune	Very Good	No	39654369
768	1425	1	2	3	2000	Chennai	Fair	Yes	17001621
769	960	1	1	1	2005	Mysore	Very Good	Yes	8901951
770	1433	1	2	2	2007	Mumbai	Very Good	Yes	33567150
771	2933	4	5	4	2013	Noida	Good	No	45896035
772	4774	6	5	3	2002	Pune	Excellent	No	78234175
773	4484	6	5	4	2007	Pune	Good	Yes	59698843
774	3003	4	5	4	2001	Chennai	Excellent	No	46781596
775	1444	3	3	3	2008	Mumbai	Excellent	No	39776869
776	4384	6	5	1	1999	Bangalore	Good	No	69483613
777	1267	2	2	3	2026	Pune	Good	No	20004445
778	4277	6	5	4	2010	Bangalore	Fair	No	59748504
779	2510	4	4	4	2015	Hyderabad	Good	No	31374091
780	3845	5	4	3	2003	Coimbatore	Very Good	No	37296030
781	4877	6	5	2	2017	Jaipur	Good	Yes	50101759
782	4114	6	5	2	2005	Bangalore	Very Good	Yes	65312547
783	4102	6	5	4	2019	Bangalore	Good	No	69999018
784	2596	4	4	1	2011	Delhi	Very Good	No	52979641
785	2638	3	3	2	2020	Mumbai	Very Good	Yes	65035040
786	4447	6	5	3	2016	Hyderabad	Very Good	No	62791249
787	1283	2	1	3	2008	Kochi	Poor	No	11078788
788	744	2	2	3	1998	Hyderabad	Very Good	No	9506814
789	856	2	2	3	2008	Jaipur	Good	Yes	9603379
790	2719	3	2	2	2001	Pune	Poor	No	29982019
791	4476	5	4	1	2005	Kochi	Fair	Yes	40343141
792	2073	3	4	4	2022	Kochi	Fair	Yes	20473222
793	4401	6	5	2	2020	Kochi	Good	Yes	47675809
794	2446	3	4	2	1999	Jaipur	Good	Yes	21542740
795	813	1	1	2	2007	Hyderabad	Very Good	No	9932371
796	4250	6	5	2	2017	Coimbatore	Fair	Yes	37151103
797	4342	6	5	3	1999	Ahmedabad	Very Good	No	49438008
798	3629	5	5	1	2023	Ahmedabad	Good	Yes	39003609
799	3053	4	4	3	2020	Pune	Very Good	Yes	54971646
800	4884	6	5	4	2008	Bangalore	Very Good	Yes	84705107
801	2307	4	5	3	2019	Ahmedabad	Fair	No	25162777
802	3843	5	4	4	2010	Mumbai	Excellent	No	102034041
803	1105	2	2	2	2012	Jaipur	Good	Yes	11107693
804	4917	6	5	4	2016	Hyderabad	Good	No	58629711
805	1831	2	1	2	2003	Jaipur	Good	Yes	15548085
806	3972	5	5	2	2022	Ahmedabad	Good	Yes	46615633
807	2309	4	3	2	2014	Bangalore	Very Good	Yes	43568083
808	1448	2	3	3	2023	Mumbai	Good	No	35350077
809	1817	4	3	4	2008	Pune	Very Good	Yes	30572577
810	1259	1	2	1	2020	Mumbai	Very Good	No	33825772
811	4132	5	5	2	2000	Delhi	Excellent	No	87405705
812	4640	6	5	3	1999	Mysore	Good	No	34927528
813	4583	6	5	3	2023	Mysore	Fair	No	36925830
814	1204	2	2	1	2019	Noida	Good	Yes	21960780
815	3306	6	5	2	2014	Ahmedabad	Very Good	No	39807404
816	3151	5	5	4	2000	Kochi	Good	Yes	29146198
817	2876	4	4	1	2025	Pune	Excellent	Yes	59047394
818	2019	2	2	4	2007	Jaipur	Fair	No	15938399
819	539	2	2	1	1999	Pune	Very Good	Yes	8832030
820	3762	4	4	3	2007	Bangalore	Very Good	Yes	65440227
821	4748	6	5	3	2008	Mysore	Fair	Yes	35528409
822	1450	2	1	4	2005	Pune	Good	Yes	20456768
823	2017	3	3	3	2019	Coimbatore	Very Good	No	21005000
824	3485	5	5	4	2014	Noida	Very Good	No	61131169
825	3153	5	5	1	2013	Hyderabad	Very Good	No	38965704
826	1456	2	2	4	1999	Pune	Fair	Yes	18604804
827	3515	6	5	1	2008	Jaipur	Good	Yes	35390157
828	3029	3	2	4	2018	Ahmedabad	Very Good	No	39278863
829	3610	5	5	3	2009	Delhi	Excellent	No	82284826
830	4527	5	4	3	2007	Ahmedabad	Very Good	No	50153950
831	653	1	1	4	2002	Mumbai	Good	No	14669868
832	3834	4	5	3	2015	Ahmedabad	Good	Yes	39910565
833	3426	5	4	1	2004	Bangalore	Good	No	56284215
834	1038	1	1	1	2015	Noida	Good	No	16442393
835	1193	2	3	4	2000	Kochi	Poor	No	9707882
836	2842	4	5	4	2004	Delhi	Good	Yes	52074027
837	1248	3	3	2	2007	Hyderabad	Very Good	No	15409763
838	4825	6	5	4	2010	Noida	Good	Yes	73456188
839	4651	6	5	2	2001	Bangalore	Very Good	Yes	75340132
840	520	1	1	2	2013	Kochi	Very Good	Yes	6895782
841	4863	6	5	3	2005	Kochi	Very Good	Yes	55276158
842	1025	1	1	3	2014	Pune	Very Good	No	16606372
843	936	2	3	3	2024	Jaipur	Excellent	Yes	11932899
844	3181	6	5	4	2022	Kochi	Good	Yes	33919868
845	1143	2	3	2	1999	Mysore	Good	No	10581204
846	4403	6	5	2	2008	Hyderabad	Good	No	54347403
847	2616	5	5	1	2001	Mumbai	Fair	Yes	46826201
848	4334	6	5	2	2024	Mysore	Good	Yes	40374060
849	2560	4	4	4	2007	Coimbatore	Good	Yes	25627646
850	2795	5	4	1	2000	Hyderabad	Good	Yes	30292375
851	2831	5	4	3	2021	Coimbatore	Good	Yes	29749613
852	2536	5	5	3	2013	Chennai	Very Good	Yes	36784487
853	1625	1	1	4	2011	Ahmedabad	Excellent	No	21943693
854	4801	6	5	4	2016	Delhi	Very Good	No	93012403
855	3942	6	5	4	2017	Noida	Good	No	59994937
856	560	1	1	3	2008	Kochi	Good	No	6292146
857	1851	4	3	4	2008	Hyderabad	Fair	Yes	22246663
858	4355	6	5	1	2019	Ahmedabad	Very Good	Yes	56255527
859	791	1	1	4	2012	Chennai	Good	Yes	10967376
860	1654	1	1	3	2004	Delhi	Good	Yes	31098283
861	1566	1	2	4	1998	Bangalore	Good	Yes	22773719
862	738	1	2	1	2017	Pune	Very Good	No	12721232
863	4537	6	5	1	2010	Hyderabad	Good	No	57767958
864	2156	3	4	1	2026	Hyderabad	Very Good	Yes	29929803
865	1755	4	4	3	2000	Kochi	Good	Yes	17320934
866	3793	4	4	4	2026	Kochi	Good	No	39794580
867	3204	5	5	1	1999	Mysore	Fair	Yes	26212085
868	527	1	1	1	2015	Pune	Fair	No	7480033
869	3043	4	4	3	2026	Jaipur	Poor	Yes	25010605
870	3046	5	4	3	2021	Noida	Good	No	49344145
871	2207	4	5	1	2026	Delhi	Good	No	42353495
872	3952	6	5	4	1999	Pune	Very Good	No	60803887
873	4391	6	5	1	2026	Noida	Very Good	No	86701870
874	758	1	1	4	2022	Jaipur	Very Good	No	9492363
875	3086	3	3	4	2026	Jaipur	Poor	Yes	26679363
876	1367	3	3	3	2013	Mumbai	Very Good	Yes	35131933
877	2511	5	5	2	2010	Chennai	Good	No	33049876
878	4266	6	5	1	2022	Kochi	Very Good	No	53286805
879	1756	2	1	4	2024	Ahmedabad	Very Good	No	21841563
880	1655	3	2	2	2013	Pune	Fair	Yes	22101979
881	3368	4	5	3	2003	Jaipur	Good	No	31563667
882	1642	1	1	1	2019	Delhi	Good	Yes	32995771
883	1028	1	1	2	2004	Coimbatore	Good	No	8556273
884	4237	5	5	4	2017	Mumbai	Excellent	Yes	127572969
885	4888	6	5	1	2010	Jaipur	Very Good	No	48032334
886	3881	5	5	4	2003	Noida	Very Good	Yes	61830882
887	1125	2	2	3	2019	Hyderabad	Good	No	13956490
888	2690	5	5	2	2002	Bangalore	Fair	No	38133168
889	1913	3	2	2	1999	Jaipur	Fair	Yes	15329943
890	2626	4	3	1	2006	Kochi	Fair	No	24169051
891	617	1	1	3	2024	Coimbatore	Poor	No	5655074
892	4494	6	5	3	2004	Mumbai	Very Good	No	113987488
893	2741	3	2	2	1998	Chennai	Very Good	No	37804649
894	2863	4	4	1	2004	Bangalore	Good	Yes	47455792
895	967	1	1	3	2025	Jaipur	Good	No	10980354
896	3298	5	5	2	2012	Bangalore	Fair	Yes	51266508
897	3894	6	5	1	2017	Ahmedabad	Excellent	No	55142591
898	2702	3	4	3	2013	Jaipur	Good	Yes	25450222
899	4754	6	5	3	1999	Pune	Very Good	No	70712104
900	4259	6	5	2	2003	Kochi	Very Good	No	44443067
901	1541	2	2	1	2022	Ahmedabad	Good	Yes	16997363
902	4492	6	5	2	2001	Bangalore	Good	No	69609430
903	2886	4	3	4	1998	Kochi	Good	Yes	26291793
904	1310	3	3	4	2003	Jaipur	Good	Yes	12801572
905	3903	5	5	4	2021	Jaipur	Very Good	No	41793717
906	4839	6	5	4	2021	Noida	Very Good	Yes	94335237
907	2929	4	4	2	2013	Jaipur	Poor	Yes	24337684
908	3557	5	5	4	2015	Delhi	Excellent	Yes	81882460
909	4186	6	5	2	2023	Bangalore	Very Good	No	78616626
910	4052	6	5	3	2008	Bangalore	Fair	No	62143088
911	1594	2	3	3	2019	Ahmedabad	Excellent	No	23116231
912	812	1	1	4	2009	Bangalore	Good	Yes	14045172
913	4057	6	5	2	2003	Bangalore	Fair	Yes	60948640
914	2820	3	3	3	2009	Coimbatore	Good	No	24365396
